,Category of dataset,dataset,relation,Configuration_Num,y_true,y_pred,Sc1,Sc2,execution_time,F1_score,recall,precision
9428,ChEMBL,assays_both_0_70_ac4_ev,View-Unionable,22.0,"[1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","['assay_id', 'assay_organism', 'assay_category', 'tissue_id', 'assay_tax_id', 'assay_test_type', 'assay_strain', 'src_id', 'src_assay_id', 'doc_id', 'relationship_type', 'tid', 'assay_cell_type', 'confidence_score', 'assay_tissue', 'assay_type', 'description', 'assay_subcellular_fraction', 'curated_by']","['assays_ASI', 'assays_CHEI', 'assays_DOI', 'assays_TII', 'assays_ASSTIS', 'assays_ASSORG', 'assays_ASSTI', 'assays_Ti', 'assays_BFO', 'assays_CONFISC', 'assay_type', 'assays_RELT', 'assays_ASTT', 'assays_CI', 'assays_ASSCT', 'assays_SRI', 'assays_ASST']",,0.13,0.07,1.0
9431,ChEMBL,assays_both_0_50_ac2_av,View-Unionable,22.0,"[1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 1, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['assay_id', 'bao_format', 'doc_id', 'cell_id', 'chembl_id', 'assay_type', 'tissue_id', 'assay_tax_id', 'assay_cell_type', 'assay_tissue', 'src_assay_id', 'description', 'assay_test_type', 'assay_category', 'assay_organism', 'assay_strain', 'assay_subcellular_fraction']","['CHEI', 'ASI', 'DI', 'ASTIS', 'TISI', 'ASTI', 'Ti', 'BFO', 'RELATY', 'ASSTY', 'CONFISC', 'CURAB', 'CEI', 'ASCT', 'SRI']",0 days 00:01:06.135009,0.18,0.1,1.0
9446,ChEMBL,assays_both_0_1_ac3_av,View-Unionable,22.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['assay_id', 'doc_id', 'description', 'assay_type', 'assay_test_type', 'assay_category', 'assay_organism', 'assay_tax_id', 'assay_strain', 'assay_tissue', 'assay_cell_type', 'assay_subcellular_fraction']","['ss_d', 'chmbl_d', 'tss_d', 'td', 'b_frmt', 'rltnshp_tp', 'cnfdnc_scr', 'crtd_b', 'cll_d', 'src_d']",,0.0,0.0,0.0
9449,ChEMBL,assays_both_0_1_ac1_ev,View-Unionable,22.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 1, 0, 0, 0, 0, 0, 0, 0]","['assay_id', 'doc_id', 'description', 'assay_type', 'assay_test_type', 'assay_category', 'assay_organism', 'assay_tax_id', 'assay_strain', 'assay_tissue', 'assay_cell_type', 'assay_subcellular_fraction']","['assays_assay_id', 'assays_chembl_id', 'assays_tissue_id', 'assays_tid', 'assays_bao_format', 'assays_confidence_score', 'assays_relationship_type', 'assays_curated_by', 'assays_cell_id', 'assays_src_id']",,0.67,1.0,0.5
9465,ChEMBL,assays_both_0_70_ac2_ev,View-Unionable,22.0,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['assay_id', 'assay_organism', 'tid', 'assay_category', 'assay_tissue', 'src_id', 'assay_type', 'tissue_id', 'variant_id', 'cell_id', 'chembl_id', 'assay_tax_id', 'src_assay_id', 'doc_id', 'assay_strain', 'assay_cell_type', 'description', 'assay_test_type', 'assay_subcellular_fraction']","['CHI', 'ASI', 'DOI', 'ASSTI', 'TII', 'ASOR', 'ASTI', 'Ti', 'BAFOR', 'CONFISCO', 'RELATTY', 'CURAB', 'ASSTY', 'ASSCTY', 'CI', 'ASST', 'SI']",,0.14,0.08,1.0
9478,ChEMBL,assays_both_0_1_ac2_av,View-Unionable,22.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['assay_id', 'doc_id', 'description', 'assay_type', 'assay_test_type', 'assay_category', 'assay_organism', 'assay_tax_id', 'assay_strain', 'assay_tissue', 'assay_cell_type', 'assay_subcellular_fraction']","['ASI', 'CHEI', 'TII', 'T', 'BAFOR', 'CONFSC', 'RELT', 'CUB', 'CI', 'SRI']",0 days 00:01:09.673164,1.0,1.0,1.0
9495,ChEMBL,assays_both_0_50_ac4_ev,View-Unionable,22.0,"[1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['assay_id', 'src_assay_id', 'description', 'assay_category', 'bao_format', 'chembl_id', 'doc_id', 'assay_tax_id', 'curated_by', 'src_id', 'cell_id', 'assay_type', 'assay_test_type', 'assay_organism', 'assay_strain', 'assay_tissue', 'assay_cell_type']","['assays_ASI', 'assays_CHEI', 'assays_Descri', 'assays_DOI', 'assays_TISI', 'assays_ASSTI', 'assays_Ti', 'assays_BAFO', 'assays_CONFSCO', 'assays_RELATY', 'assays_CURB', 'assays_CI', 'assays_ASSUBCEFR', 'assays_SRI']",,0.0,0.0,0.0
9500,ChEMBL,assays_both_0_50_ac5_ev,View-Unionable,22.0,"[1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['assay_id', 'confidence_score', 'variant_id', 'assay_category', 'tissue_id', 'assay_subcellular_fraction', 'assay_test_type', 'assay_organism', 'src_assay_id', 'src_id', 'relationship_type', 'doc_id', 'description', 'assay_type', 'assay_tax_id', 'assay_strain', 'assay_tissue']","['assays_ss_d', 'assays_chmbl_d', 'assays_tss_d', 'assays_ss_rgnsm', 'assays_td', 'assays_b_frmt', 'assays_cnfdnc_scr', 'assays_rltnshp_tp', 'assays_crtd_b', 'assays_ss_tst_tp', 'assays_cll_d', 'assays_ss_cll_tp', 'assays_ss_sbclllr_frctn', 'assays_src_d']",,0.0,0.0,0.0
9510,ChEMBL,assays_both_0_30_ec_av,View-Unionable,22.0,"[1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0]","[1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0]","['assay_id', 'assay_strain', 'assay_test_type', 'curated_by', 'assay_subcellular_fraction', 'chembl_id', 'doc_id', 'description', 'assay_type', 'assay_category', 'assay_organism', 'assay_tax_id', 'assay_tissue', 'assay_cell_type']","['assay_id', 'chembl_id', 'tissue_id', 'tid', 'bao_format', 'relationship_type', 'confidence_score', 'curated_by', 'assay_test_type', 'cell_id', 'assay_subcellular_fraction', 'assay_strain', 'src_id']",,1.0,1.0,1.0
9542,ChEMBL,assays_both_0_70_ac1_av,View-Unionable,22.0,"[1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1]","[0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1]","['assay_id', 'assay_test_type', 'src_id', 'confidence_score', 'cell_id', 'assay_cell_type', 'assay_tissue', 'chembl_id', 'variant_id', 'tid', 'tissue_id', 'assay_strain', 'assay_category', 'src_assay_id', 'relationship_type', 'bao_format', 'doc_id', 'description', 'assay_type']","['assays_chembl_id', 'assays_assay_id', 'assays_assay_tissue', 'assays_tissue_id', 'assays_assay_organism', 'assays_assay_tax_id', 'assays_tid', 'assays_bao_format', 'assays_confidence_score', 'assays_relationship_type', 'assays_curated_by', 'assays_assay_test_type', 'assays_assay_cell_type', 'assays_cell_id', 'assays_assay_subcellular_fraction', 'assays_assay_strain', 'assays_src_id']",0 days 00:01:56.576453,0.76,0.62,1.0
9545,ChEMBL,assays_both_0_50_ac4_av,View-Unionable,22.0,"[1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","['assay_id', 'curated_by', 'assay_organism', 'variant_id', 'assay_strain', 'doc_id', 'assay_category', 'assay_test_type', 'assay_subcellular_fraction', 'tid', 'assay_type', 'description', 'assay_tax_id', 'assay_tissue', 'assay_cell_type', 'relationship_type', 'confidence_score']","['assays_ASSI', 'assays_CHEI', 'assays_DI', 'assays_TII', 'assays_ASORGA', 'assays_T', 'assays_BAFO', 'assays_AST', 'assays_CURB', 'assays_ASSTTY', 'assays_CI', 'assays_ASSSTR', 'assays_ASSUBCELFRA', 'assays_SRI']",,0.2,0.11,1.0
9547,ChEMBL,assays_both_0_70_ac3_av,View-Unionable,22.0,"[1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['assay_id', 'tissue_id', 'bao_format', 'variant_id', 'relationship_type', 'curated_by', 'assay_strain', 'assay_cell_type', 'cell_id', 'src_id', 'assay_tissue', 'tid', 'assay_test_type', 'doc_id', 'assay_subcellular_fraction', 'chembl_id', 'description', 'assay_type', 'assay_category']","['ss_d', 'chmbl_d', 'dc_d', 'ss_tss', 'tss_d', 'ss_rgnsm', 'ss_tx_d', 'td', 'b_frmt', 'rltnshp_tp', 'cnfdnc_scr', 'crtd_b', 'ss_tst_tp', 'ss_cll_tp', 'cll_d', 'src_d', 'ss_strn', 'ss_sbclllr_frctn']",,0.12,0.07,1.0
9558,ChEMBL,assays_both_0_30_ac4_ev,View-Unionable,22.0,"[0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['assay_id', 'confidence_score', 'variant_id', 'tissue_id', 'relationship_type', 'curated_by', 'doc_id', 'description', 'assay_type', 'assay_test_type', 'assay_category', 'assay_organism', 'assay_tax_id', 'assay_strain']","['assays_CHEI', 'assays_ASSI', 'assays_ASSTIS', 'assays_TISI', 'assays_Ti', 'assays_BFO', 'assays_CONSC', 'assays_RELATIT', 'assays_CURAB', 'assays_ASSCET', 'assays_CEI', 'assays_SI', 'assays_ASSSUBCELFR']",0 days 00:01:15.668738,0.0,0.0,0.0
9559,ChEMBL,assays_both_0_70_ac1_ev,View-Unionable,22.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1]","[0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1]","['assay_id', 'assay_organism', 'tissue_id', 'chembl_id', 'description', 'assay_test_type', 'doc_id', 'assay_tissue', 'tid', 'variant_id', 'assay_category', 'bao_format', 'src_assay_id', 'curated_by', 'assay_subcellular_fraction', 'assay_tax_id', 'assay_type', 'assay_strain', 'assay_cell_type']","['assays_chembl_id', 'assays_assay_id', 'assays_description', 'assays_doc_id', 'assays_assay_tissue', 'assays_tissue_id', 'assays_assay_organism', 'assays_assay_tax_id', 'assays_tid', 'assays_bao_format', 'assays_confidence_score', 'assays_relationship_type', 'assays_curated_by', 'assays_assay_test_type', 'assays_cell_id', 'assays_src_id', 'assays_assay_subcellular_fraction']",0 days 00:01:37.168494,0.67,0.54,0.88
9561,ChEMBL,assays_both_0_1_ec_ev,View-Unionable,22.0,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","['assay_id', 'doc_id', 'description', 'assay_type', 'assay_test_type', 'assay_category', 'assay_organism', 'assay_tax_id', 'assay_strain', 'assay_tissue', 'assay_cell_type', 'assay_subcellular_fraction']","['chembl_id', 'assay_id', 'tissue_id', 'tid', 'bao_format', 'relationship_type', 'confidence_score', 'curated_by', 'cell_id', 'src_id']",,1.0,1.0,1.0
9565,ChEMBL,assays_both_0_1_ac5_av,View-Unionable,22.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['assay_id', 'doc_id', 'description', 'assay_type', 'assay_test_type', 'assay_category', 'assay_organism', 'assay_tax_id', 'assay_strain', 'assay_tissue', 'assay_cell_type', 'assay_subcellular_fraction']","['assays_ss_d', 'assays_chmbl_d', 'assays_tss_d', 'assays_td', 'assays_b_frmt', 'assays_rltnshp_tp', 'assays_cnfdnc_scr', 'assays_crtd_b', 'assays_cll_d', 'assays_src_d']",0 days 00:00:53.836182,0.0,0.0,0.0
9587,ChEMBL,assays_both_0_30_ac3_av,View-Unionable,22.0,"[0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['assay_id', 'assay_category', 'assay_cell_type', 'src_assay_id', 'curated_by', 'cell_id', 'doc_id', 'description', 'assay_type', 'assay_test_type', 'assay_organism', 'assay_tax_id', 'assay_strain', 'assay_tissue']","['chmbl_d', 'ss_d', 'tss_d', 'td', 'b_frmt', 'cnfdnc_scr', 'rltnshp_tp', 'crtd_b', 'ss_cll_tp', 'cll_d', 'ss_sbclllr_frctn', 'src_d']",,0.0,0.0,0.0
9604,ChEMBL,assays_both_0_1_ac3_ev,View-Unionable,23.0,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['assay_id', 'doc_id', 'description', 'assay_type', 'assay_test_type', 'assay_category', 'assay_organism', 'assay_tax_id', 'assay_strain', 'assay_tissue', 'assay_cell_type', 'assay_subcellular_fraction']","['chmbl_d', 'ss_d', 'tss_d', 'td', 'b_frmt', 'cnfdnc_scr', 'rltnshp_tp', 'crtd_b', 'cll_d', 'src_d']",,0.0,0.0,0.0
9607,ChEMBL,assays_both_0_30_ac3_ev,View-Unionable,23.0,"[1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['assay_id', 'assay_subcellular_fraction', 'assay_test_type', 'assay_type', 'tissue_id', 'assay_tax_id', 'doc_id', 'description', 'assay_category', 'assay_organism', 'assay_strain', 'assay_tissue', 'assay_cell_type', 'tid']","['ss_d', 'chmbl_d', 'tss_d', 'ss_tx_d', 'b_frmt', 'cnfdnc_scr', 'ss_tp', 'rltnshp_tp', 'ss_tst_tp', 'crtd_b', 'cll_d', 'ss_sbclllr_frctn', 'src_d']",,0.0,0.0,0.0
9613,ChEMBL,assays_both_0_50_ec_ev,View-Unionable,23.0,"[1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0]","[1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0]","['assay_id', 'doc_id', 'confidence_score', 'assay_strain', 'cell_id', 'assay_category', 'curated_by', 'tissue_id', 'assay_cell_type', 'assay_tissue', 'assay_tax_id', 'description', 'assay_type', 'assay_test_type', 'assay_organism', 'assay_subcellular_fraction', 'tid']","['assay_id', 'chembl_id', 'doc_id', 'tissue_id', 'assay_tissue', 'assay_tax_id', 'bao_format', 'relationship_type', 'confidence_score', 'curated_by', 'assay_cell_type', 'cell_id', 'assay_strain', 'src_id']",,0.95,1.0,0.91
9615,ChEMBL,assays_both_0_30_ac1_ev,View-Unionable,23.0,"[1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0]","[1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0]","['assay_id', 'assay_tissue', 'curated_by', 'description', 'src_id', 'variant_id', 'doc_id', 'assay_type', 'assay_test_type', 'assay_category', 'assay_organism', 'assay_tax_id', 'assay_strain', 'assay_cell_type']","['assays_assay_id', 'assays_chembl_id', 'assays_description', 'assays_tissue_id', 'assays_assay_tissue', 'assays_tid', 'assays_bao_format', 'assays_relationship_type', 'assays_confidence_score', 'assays_cell_id', 'assays_curated_by', 'assays_src_id', 'assays_assay_subcellular_fraction']",0 days 00:02:08.792057,0.44,0.4,0.5
9633,ChEMBL,assays_both_0_30_ec_ev,View-Unionable,23.0,"[1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1]","[1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1]","['assay_id', 'assay_subcellular_fraction', 'assay_organism', 'description', 'relationship_type', 'assay_type', 'doc_id', 'assay_test_type', 'assay_category', 'assay_tax_id', 'assay_strain', 'assay_tissue', 'assay_cell_type', 'tid']","['assay_id', 'chembl_id', 'description', 'tissue_id', 'assay_organism', 'bao_format', 'relationship_type', 'assay_type', 'confidence_score', 'curated_by', 'cell_id', 'src_id', 'assay_subcellular_fraction']",,0.92,1.0,0.86
9641,ChEMBL,assays_both_0_70_ec_av,View-Unionable,23.0,"[1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0]","[1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0]","['assay_id', 'chembl_id', 'assay_tissue', 'tid', 'assay_category', 'description', 'relationship_type', 'assay_tax_id', 'assay_cell_type', 'curated_by', 'assay_strain', 'confidence_score', 'src_assay_id', 'assay_type', 'assay_organism', 'cell_id', 'doc_id', 'assay_test_type', 'assay_subcellular_fraction']","['assay_id', 'chembl_id', 'description', 'tissue_id', 'assay_tissue', 'assay_organism', 'assay_tax_id', 'tid', 'bao_format', 'assay_type', 'confidence_score', 'relationship_type', 'curated_by', 'assay_cell_type', 'cell_id', 'assay_strain', 'src_id']",0 days 00:01:32.031023,1.0,1.0,1.0
9642,ChEMBL,assays_both_0_70_ec_ev,View-Unionable,23.0,"[1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1]","['assay_id', 'assay_test_type', 'tissue_id', 'tid', 'assay_tax_id', 'curated_by', 'src_id', 'assay_tissue', 'assay_type', 'cell_id', 'description', 'assay_subcellular_fraction', 'assay_category', 'bao_format', 'relationship_type', 'assay_strain', 'doc_id', 'assay_organism', 'assay_cell_type']","['assay_id', 'chembl_id', 'description', 'assay_tissue', 'tissue_id', 'assay_tax_id', 'tid', 'bao_format', 'confidence_score', 'relationship_type', 'assay_type', 'curated_by', 'assay_test_type', 'cell_id', 'assay_subcellular_fraction', 'assay_strain', 'src_id']",,1.0,1.0,1.0
9655,ChEMBL,assays_both_0_70_ac1_ev,View-Unionable,23.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1]","[1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0]","['assay_id', 'assay_organism', 'tissue_id', 'chembl_id', 'description', 'assay_test_type', 'doc_id', 'assay_tissue', 'tid', 'variant_id', 'assay_category', 'bao_format', 'src_assay_id', 'curated_by', 'assay_subcellular_fraction', 'assay_tax_id', 'assay_type', 'assay_strain', 'assay_cell_type']","['assays_assay_id', 'assays_chembl_id', 'assays_description', 'assays_doc_id', 'assays_assay_tissue', 'assays_tissue_id', 'assays_assay_tax_id', 'assays_assay_organism', 'assays_tid', 'assays_bao_format', 'assays_relationship_type', 'assays_confidence_score', 'assays_assay_test_type', 'assays_curated_by', 'assays_cell_id', 'assays_src_id', 'assays_assay_subcellular_fraction']",,0.67,0.54,0.88
9657,ChEMBL,assays_both_0_1_ac1_av,View-Unionable,23.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 1, 1, 0, 0, 0, 0, 0, 0]","['assay_id', 'doc_id', 'description', 'assay_type', 'assay_test_type', 'assay_category', 'assay_organism', 'assay_tax_id', 'assay_strain', 'assay_tissue', 'assay_cell_type', 'assay_subcellular_fraction']","['assays_assay_id', 'assays_chembl_id', 'assays_tissue_id', 'assays_tid', 'assays_bao_format', 'assays_confidence_score', 'assays_relationship_type', 'assays_curated_by', 'assays_cell_id', 'assays_src_id']",,0.5,1.0,0.33
9660,ChEMBL,assays_both_0_50_ac4_ev,View-Unionable,23.0,"[1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['assay_id', 'src_assay_id', 'description', 'assay_category', 'bao_format', 'chembl_id', 'doc_id', 'assay_tax_id', 'curated_by', 'src_id', 'cell_id', 'assay_type', 'assay_test_type', 'assay_organism', 'assay_strain', 'assay_tissue', 'assay_cell_type']","['assays_CHEI', 'assays_ASI', 'assays_Descri', 'assays_DOI', 'assays_TISI', 'assays_ASSTI', 'assays_Ti', 'assays_BAFO', 'assays_RELATY', 'assays_CURB', 'assays_CONFSCO', 'assays_CI', 'assays_ASSUBCEFR', 'assays_SRI']",,0.0,0.0,0.0
9664,ChEMBL,assays_both_0_1_ec_ev,View-Unionable,23.0,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","['assay_id', 'doc_id', 'description', 'assay_type', 'assay_test_type', 'assay_category', 'assay_organism', 'assay_tax_id', 'assay_strain', 'assay_tissue', 'assay_cell_type', 'assay_subcellular_fraction']","['chembl_id', 'assay_id', 'tissue_id', 'tid', 'bao_format', 'relationship_type', 'confidence_score', 'curated_by', 'cell_id', 'src_id']",,1.0,1.0,1.0
9665,ChEMBL,assays_both_0_50_ac3_av,View-Unionable,23.0,"[0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['assay_id', 'src_id', 'assay_test_type', 'assay_subcellular_fraction', 'cell_id', 'assay_type', 'doc_id', 'bao_format', 'curated_by', 'assay_strain', 'assay_tissue', 'description', 'assay_category', 'assay_organism', 'assay_tax_id', 'assay_cell_type', 'tid']","['chmbl_d', 'ss_d', 'dc_d', 'ss_tss', 'tss_d', 'b_frmt', 'ss_tp', 'crtd_b', 'cnfdnc_scr', 'ss_tst_tp', 'rltnshp_tp', 'cll_d', 'src_d', 'ss_strn', 'ss_sbclllr_frctn']",,0.0,0.0,0.0
9668,ChEMBL,assays_both_0_50_ac2_ev,View-Unionable,23.0,"[1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1]","[0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0]","['assay_id', 'curated_by', 'assay_subcellular_fraction', 'assay_tissue', 'tissue_id', 'description', 'tid', 'assay_organism', 'doc_id', 'bao_format', 'assay_strain', 'assay_type', 'assay_test_type', 'assay_category', 'assay_tax_id', 'assay_cell_type', 'relationship_type']","['ASSI', 'CHEI', 'Desc', 'DI', 'TISI', 'ASTI', 'ASORG', 'Ti', 'BAFO', 'CONFISC', 'CUB', 'CI', 'ASSUBCELFRAC', 'SI', 'ASSST']",,0.4,0.27,0.75
9669,ChEMBL,assays_both_0_50_ac1_av,View-Unionable,23.0,"[1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1]","[0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1]","['assay_id', 'src_id', 'relationship_type', 'assay_test_type', 'assay_tax_id', 'src_assay_id', 'curated_by', 'chembl_id', 'doc_id', 'assay_organism', 'variant_id', 'description', 'assay_type', 'assay_category', 'assay_strain', 'assay_tissue', 'assay_cell_type']","['assays_chembl_id', 'assays_assay_id', 'assays_doc_id', 'assays_tissue_id', 'assays_assay_organism', 'assays_assay_tax_id', 'assays_tid', 'assays_bao_format', 'assays_confidence_score', 'assays_relationship_type', 'assays_curated_by', 'assays_assay_test_type', 'assays_cell_id', 'assays_assay_subcellular_fraction', 'assays_src_id']",,0.67,0.56,0.83
9686,ChEMBL,assays_both_0_70_ac5_ev,View-Unionable,23.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['assay_id', 'tissue_id', 'assay_cell_type', 'assay_tissue', 'assay_organism', 'src_assay_id', 'assay_type', 'assay_subcellular_fraction', 'cell_id', 'relationship_type', 'doc_id', 'bao_format', 'chembl_id', 'tid', 'assay_category', 'curated_by', 'description', 'assay_test_type', 'assay_tax_id']","['assays_chmbl_d', 'assays_ss_d', 'assays_dc_d', 'assays_ss_tss', 'assays_tss_d', 'assays_ss_rgnsm', 'assays_td', 'assays_b_frmt', 'assays_rltnshp_tp', 'assays_cnfdnc_scr', 'assays_ss_tp', 'assays_crtd_b', 'assays_cll_d', 'assays_ss_cll_tp', 'assays_ss_strn', 'assays_ss_sbclllr_frctn', 'assays_src_d']",0 days 00:09:52.242975,0.0,0.0,0.0
9691,ChEMBL,assays_both_0_50_ac5_av,View-Unionable,23.0,"[1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['assay_id', 'assay_subcellular_fraction', 'cell_id', 'tid', 'confidence_score', 'src_id', 'src_assay_id', 'assay_strain', 'assay_organism', 'doc_id', 'chembl_id', 'description', 'assay_type', 'assay_test_type', 'assay_category', 'assay_tax_id', 'assay_tissue']","['assays_chmbl_d', 'assays_ss_d', 'assays_dc_d', 'assays_tss_d', 'assays_ss_rgnsm', 'assays_td', 'assays_b_frmt', 'assays_rltnshp_tp', 'assays_cnfdnc_scr', 'assays_crtd_b', 'assays_ss_cll_tp', 'assays_cll_d', 'assays_src_d', 'assays_ss_sbclllr_frctn', 'assays_ss_strn']",,0.0,0.0,0.0
9709,ChEMBL,assays_both_0_1_ac3_av,View-Unionable,23.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['assay_id', 'doc_id', 'description', 'assay_type', 'assay_test_type', 'assay_category', 'assay_organism', 'assay_tax_id', 'assay_strain', 'assay_tissue', 'assay_cell_type', 'assay_subcellular_fraction']","['ss_d', 'chmbl_d', 'tss_d', 'td', 'b_frmt', 'cnfdnc_scr', 'rltnshp_tp', 'crtd_b', 'cll_d', 'src_d']",,0.0,0.0,0.0
9718,ChEMBL,assays_both_0_70_ac4_av,View-Unionable,23.0,"[1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['assay_id', 'doc_id', 'assay_type', 'assay_cell_type', 'curated_by', 'chembl_id', 'assay_test_type', 'tissue_id', 'tid', 'src_assay_id', 'src_id', 'variant_id', 'relationship_type', 'description', 'assay_organism', 'assay_subcellular_fraction', 'assay_category', 'assay_tax_id', 'assay_strain']","['assays_ASI', 'assays_CHEI', 'assays_Descri', 'assays_DOI', 'assays_ASTI', 'assays_TII', 'assays_ASSOR', 'assays_Ti', 'assays_BFOR', 'assays_RELATTY', 'assays_CONFSC', 'assays_ASST', 'assays_ASTTY', 'assays_CURAB', 'assays_CEI', 'assays_ASSCT', 'assays_SRI', 'assays_ASSSUBFRA']",0 days 00:02:47.655544,0.0,0.0,0.0
