,Category of dataset,dataset,relation2,Configuration_Num,y_true,y_pred,Sc1,Sc2,execution_time,F1_score,recall,precision
18175,Wikidata,musicians_joinable,Musicians_joinable,42.0,"[1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0]","[0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0]","['musician', 'birthDate', 'familyNameLabel', 'givenNameLabel', 'numberOfChildren', 'websiteLabel', 'residenceLabel', 'ethnicityLabel', 'religionLabel', 'activityStart', 'twitterNameLabel', 'geniusNameLabel', 'recordLabelLabel']","['musicianID', 'birthDate', 'webpage', 'familyName', 'musicianName', 'city', 'forename', 'spouse', 'fatherName', 'motherName', 'kind', 'NChildren', 'genderType']",0 days 00:01:15.873613,0.67,0.67,0.67
18574,Wikidata,musicians_joinable,Musicians_joinable,43.0,"[1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0]","[0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0]","['musician', 'birthDate', 'familyNameLabel', 'givenNameLabel', 'numberOfChildren', 'websiteLabel', 'residenceLabel', 'ethnicityLabel', 'religionLabel', 'activityStart', 'twitterNameLabel', 'geniusNameLabel', 'recordLabelLabel']","['musicianID', 'birthDate', 'webpage', 'familyName', 'musicianName', 'city', 'forename', 'spouse', 'fatherName', 'motherName', 'kind', 'NChildren', 'genderType']",0 days 00:01:04.478823,0.67,0.67,0.67
18883,Wikidata,musicians_joinable,Musicians_joinable,44.0,"[1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0]","[0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0]","['musician', 'birthDate', 'familyNameLabel', 'givenNameLabel', 'numberOfChildren', 'websiteLabel', 'residenceLabel', 'ethnicityLabel', 'religionLabel', 'activityStart', 'twitterNameLabel', 'geniusNameLabel', 'recordLabelLabel']","['musicianID', 'birthDate', 'webpage', 'familyName', 'musicianName', 'city', 'forename', 'spouse', 'fatherName', 'motherName', 'kind', 'NChildren', 'genderType']",0 days 00:01:02.003133,0.67,0.67,0.67
19404,Wikidata,musicians_joinable,Musicians_joinable,45.0,"[1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0]","[0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0]","['musician', 'birthDate', 'familyNameLabel', 'givenNameLabel', 'numberOfChildren', 'websiteLabel', 'residenceLabel', 'ethnicityLabel', 'religionLabel', 'activityStart', 'twitterNameLabel', 'geniusNameLabel', 'recordLabelLabel']","['musicianID', 'birthDate', 'webpage', 'familyName', 'musicianName', 'city', 'forename', 'spouse', 'fatherName', 'motherName', 'kind', 'NChildren', 'genderType']",0 days 00:01:02.718310,0.67,0.67,0.67
19760,Wikidata,musicians_joinable,Musicians_joinable,46.0,"[1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0]","[0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0]","['musician', 'birthDate', 'familyNameLabel', 'givenNameLabel', 'numberOfChildren', 'websiteLabel', 'residenceLabel', 'ethnicityLabel', 'religionLabel', 'activityStart', 'twitterNameLabel', 'geniusNameLabel', 'recordLabelLabel']","['musicianID', 'birthDate', 'webpage', 'familyName', 'musicianName', 'city', 'forename', 'spouse', 'fatherName', 'motherName', 'kind', 'NChildren', 'genderType']",0 days 00:01:15.714484,0.67,0.67,0.67
20267,Wikidata,musicians_joinable,Musicians_joinable,47.0,"[1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0]","[0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0]","['musician', 'birthDate', 'familyNameLabel', 'givenNameLabel', 'numberOfChildren', 'websiteLabel', 'residenceLabel', 'ethnicityLabel', 'religionLabel', 'activityStart', 'twitterNameLabel', 'geniusNameLabel', 'recordLabelLabel']","['musicianID', 'birthDate', 'webpage', 'familyName', 'musicianName', 'city', 'forename', 'spouse', 'fatherName', 'motherName', 'kind', 'NChildren', 'genderType']",0 days 00:01:02.152918,0.67,0.67,0.67
20461,Wikidata,musicians_joinable,Musicians_joinable,48.0,"[1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0]","[0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0]","['musician', 'birthDate', 'familyNameLabel', 'givenNameLabel', 'numberOfChildren', 'websiteLabel', 'residenceLabel', 'ethnicityLabel', 'religionLabel', 'activityStart', 'twitterNameLabel', 'geniusNameLabel', 'recordLabelLabel']","['musicianID', 'birthDate', 'webpage', 'familyName', 'musicianName', 'city', 'forename', 'spouse', 'fatherName', 'motherName', 'kind', 'NChildren', 'genderType']",0 days 00:01:06.484077,0.67,0.67,0.67
21164,Wikidata,musicians_joinable,Musicians_joinable,49.0,"[1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0]","[0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0]","['musician', 'birthDate', 'familyNameLabel', 'givenNameLabel', 'numberOfChildren', 'websiteLabel', 'residenceLabel', 'ethnicityLabel', 'religionLabel', 'activityStart', 'twitterNameLabel', 'geniusNameLabel', 'recordLabelLabel']","['musicianID', 'birthDate', 'webpage', 'familyName', 'musicianName', 'city', 'forename', 'spouse', 'fatherName', 'motherName', 'kind', 'NChildren', 'genderType']",0 days 00:01:13.714870,0.67,0.67,0.67
21299,Wikidata,musicians_joinable,Musicians_joinable,50.0,"[1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0]","[0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0]","['musician', 'birthDate', 'familyNameLabel', 'givenNameLabel', 'numberOfChildren', 'websiteLabel', 'residenceLabel', 'ethnicityLabel', 'religionLabel', 'activityStart', 'twitterNameLabel', 'geniusNameLabel', 'recordLabelLabel']","['musicianID', 'birthDate', 'webpage', 'familyName', 'musicianName', 'city', 'forename', 'spouse', 'fatherName', 'motherName', 'kind', 'NChildren', 'genderType']",0 days 00:01:00.031383,0.67,0.67,0.67
21977,Wikidata,musicians_joinable,Musicians_joinable,51.0,"[1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0]","[0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0]","['musician', 'birthDate', 'familyNameLabel', 'givenNameLabel', 'numberOfChildren', 'websiteLabel', 'residenceLabel', 'ethnicityLabel', 'religionLabel', 'activityStart', 'twitterNameLabel', 'geniusNameLabel', 'recordLabelLabel']","['musicianID', 'birthDate', 'webpage', 'familyName', 'musicianName', 'city', 'forename', 'spouse', 'fatherName', 'motherName', 'kind', 'NChildren', 'genderType']",0 days 00:01:13.486694,0.67,0.67,0.67
22544,Wikidata,musicians_joinable,Musicians_joinable,52.0,"[1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0]","[0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0]","['musician', 'birthDate', 'familyNameLabel', 'givenNameLabel', 'numberOfChildren', 'websiteLabel', 'residenceLabel', 'ethnicityLabel', 'religionLabel', 'activityStart', 'twitterNameLabel', 'geniusNameLabel', 'recordLabelLabel']","['musicianID', 'birthDate', 'webpage', 'familyName', 'musicianName', 'city', 'forename', 'spouse', 'fatherName', 'motherName', 'kind', 'NChildren', 'genderType']",0 days 00:01:13.745160,0.67,0.67,0.67
22974,Wikidata,musicians_joinable,Musicians_joinable,53.0,"[1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0]","[0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0]","['musician', 'birthDate', 'familyNameLabel', 'givenNameLabel', 'numberOfChildren', 'websiteLabel', 'residenceLabel', 'ethnicityLabel', 'religionLabel', 'activityStart', 'twitterNameLabel', 'geniusNameLabel', 'recordLabelLabel']","['musicianID', 'birthDate', 'webpage', 'familyName', 'musicianName', 'city', 'forename', 'spouse', 'fatherName', 'motherName', 'kind', 'NChildren', 'genderType']",0 days 00:01:13.506664,0.67,0.67,0.67
23252,Wikidata,musicians_joinable,Musicians_joinable,54.0,"[1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0]","[0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0]","['musician', 'birthDate', 'familyNameLabel', 'givenNameLabel', 'numberOfChildren', 'websiteLabel', 'residenceLabel', 'ethnicityLabel', 'religionLabel', 'activityStart', 'twitterNameLabel', 'geniusNameLabel', 'recordLabelLabel']","['musicianID', 'birthDate', 'webpage', 'familyName', 'musicianName', 'city', 'forename', 'spouse', 'fatherName', 'motherName', 'kind', 'NChildren', 'genderType']",0 days 00:01:13.651232,0.67,0.67,0.67
23868,Wikidata,musicians_joinable,Musicians_joinable,55.0,"[1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0]","[0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0]","['musician', 'birthDate', 'familyNameLabel', 'givenNameLabel', 'numberOfChildren', 'websiteLabel', 'residenceLabel', 'ethnicityLabel', 'religionLabel', 'activityStart', 'twitterNameLabel', 'geniusNameLabel', 'recordLabelLabel']","['musicianID', 'birthDate', 'webpage', 'familyName', 'musicianName', 'city', 'forename', 'spouse', 'fatherName', 'motherName', 'kind', 'NChildren', 'genderType']",0 days 00:01:13.674091,0.67,0.67,0.67
24170,Wikidata,musicians_joinable,Musicians_joinable,56.0,"[1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0]","[0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0]","['musician', 'birthDate', 'familyNameLabel', 'givenNameLabel', 'numberOfChildren', 'websiteLabel', 'residenceLabel', 'ethnicityLabel', 'religionLabel', 'activityStart', 'twitterNameLabel', 'geniusNameLabel', 'recordLabelLabel']","['musicianID', 'birthDate', 'webpage', 'familyName', 'musicianName', 'city', 'forename', 'spouse', 'fatherName', 'motherName', 'kind', 'NChildren', 'genderType']",0 days 00:01:13.673477,0.67,0.67,0.67
24738,Wikidata,musicians_joinable,Musicians_joinable,57.0,"[1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0]","[0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0]","['musician', 'birthDate', 'familyNameLabel', 'givenNameLabel', 'numberOfChildren', 'websiteLabel', 'residenceLabel', 'ethnicityLabel', 'religionLabel', 'activityStart', 'twitterNameLabel', 'geniusNameLabel', 'recordLabelLabel']","['musicianID', 'birthDate', 'webpage', 'familyName', 'musicianName', 'city', 'forename', 'spouse', 'fatherName', 'motherName', 'kind', 'NChildren', 'genderType']",0 days 00:01:35.497371,0.67,0.67,0.67
24820,Wikidata,musicians_joinable,Musicians_joinable,58.0,"[1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0]","[0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0]","['musician', 'birthDate', 'familyNameLabel', 'givenNameLabel', 'numberOfChildren', 'websiteLabel', 'residenceLabel', 'ethnicityLabel', 'religionLabel', 'activityStart', 'twitterNameLabel', 'geniusNameLabel', 'recordLabelLabel']","['musicianID', 'birthDate', 'webpage', 'familyName', 'musicianName', 'city', 'forename', 'spouse', 'fatherName', 'motherName', 'kind', 'NChildren', 'genderType']",0 days 00:01:36.299914,0.67,0.67,0.67
25418,Wikidata,musicians_joinable,Musicians_joinable,59.0,"[1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0]","[0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0]","['musician', 'birthDate', 'familyNameLabel', 'givenNameLabel', 'numberOfChildren', 'websiteLabel', 'residenceLabel', 'ethnicityLabel', 'religionLabel', 'activityStart', 'twitterNameLabel', 'geniusNameLabel', 'recordLabelLabel']","['musicianID', 'birthDate', 'webpage', 'familyName', 'musicianName', 'city', 'forename', 'spouse', 'fatherName', 'motherName', 'kind', 'NChildren', 'genderType']",0 days 00:01:35.765013,0.67,0.67,0.67
25691,Wikidata,musicians_joinable,Musicians_joinable,60.0,"[1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0]","[0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0]","['musician', 'birthDate', 'familyNameLabel', 'givenNameLabel', 'numberOfChildren', 'websiteLabel', 'residenceLabel', 'ethnicityLabel', 'religionLabel', 'activityStart', 'twitterNameLabel', 'geniusNameLabel', 'recordLabelLabel']","['musicianID', 'birthDate', 'webpage', 'familyName', 'musicianName', 'city', 'forename', 'spouse', 'fatherName', 'motherName', 'kind', 'NChildren', 'genderType']",0 days 00:01:16.924562,0.67,0.67,0.67
26230,Wikidata,musicians_joinable,Musicians_joinable,61.0,"[1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0]","[0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0]","['musician', 'birthDate', 'familyNameLabel', 'givenNameLabel', 'numberOfChildren', 'websiteLabel', 'residenceLabel', 'ethnicityLabel', 'religionLabel', 'activityStart', 'twitterNameLabel', 'geniusNameLabel', 'recordLabelLabel']","['musicianID', 'birthDate', 'webpage', 'familyName', 'musicianName', 'city', 'forename', 'spouse', 'fatherName', 'motherName', 'kind', 'NChildren', 'genderType']",0 days 00:01:17.135095,0.67,0.67,0.67
26745,Wikidata,musicians_joinable,Musicians_joinable,62.0,"[1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0]","[0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0]","['musician', 'birthDate', 'familyNameLabel', 'givenNameLabel', 'numberOfChildren', 'websiteLabel', 'residenceLabel', 'ethnicityLabel', 'religionLabel', 'activityStart', 'twitterNameLabel', 'geniusNameLabel', 'recordLabelLabel']","['musicianID', 'birthDate', 'webpage', 'familyName', 'musicianName', 'city', 'forename', 'spouse', 'fatherName', 'motherName', 'kind', 'NChildren', 'genderType']",0 days 00:01:34.863669,0.67,0.67,0.67
27273,Wikidata,musicians_joinable,Musicians_joinable,63.0,"[1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0]","[0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0]","['musician', 'birthDate', 'familyNameLabel', 'givenNameLabel', 'numberOfChildren', 'websiteLabel', 'residenceLabel', 'ethnicityLabel', 'religionLabel', 'activityStart', 'twitterNameLabel', 'geniusNameLabel', 'recordLabelLabel']","['musicianID', 'birthDate', 'webpage', 'familyName', 'musicianName', 'city', 'forename', 'spouse', 'fatherName', 'motherName', 'kind', 'NChildren', 'genderType']",0 days 00:01:35.112916,0.67,0.67,0.67
27438,Wikidata,musicians_joinable,Musicians_joinable,64.0,"[1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0]","[0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0]","['musician', 'birthDate', 'familyNameLabel', 'givenNameLabel', 'numberOfChildren', 'websiteLabel', 'residenceLabel', 'ethnicityLabel', 'religionLabel', 'activityStart', 'twitterNameLabel', 'geniusNameLabel', 'recordLabelLabel']","['musicianID', 'birthDate', 'webpage', 'familyName', 'musicianName', 'city', 'forename', 'spouse', 'fatherName', 'motherName', 'kind', 'NChildren', 'genderType']",0 days 00:01:34.797109,0.67,0.67,0.67
28071,Wikidata,musicians_joinable,Musicians_joinable,65.0,"[1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0]","[0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0]","['musician', 'birthDate', 'familyNameLabel', 'givenNameLabel', 'numberOfChildren', 'websiteLabel', 'residenceLabel', 'ethnicityLabel', 'religionLabel', 'activityStart', 'twitterNameLabel', 'geniusNameLabel', 'recordLabelLabel']","['musicianID', 'birthDate', 'webpage', 'familyName', 'musicianName', 'city', 'forename', 'spouse', 'fatherName', 'motherName', 'kind', 'NChildren', 'genderType']",0 days 00:00:49.435147,0.67,0.67,0.67
28628,Wikidata,musicians_joinable,Musicians_joinable,66.0,"[1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0]","[0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0]","['musician', 'birthDate', 'familyNameLabel', 'givenNameLabel', 'numberOfChildren', 'websiteLabel', 'residenceLabel', 'ethnicityLabel', 'religionLabel', 'activityStart', 'twitterNameLabel', 'geniusNameLabel', 'recordLabelLabel']","['musicianID', 'birthDate', 'webpage', 'familyName', 'musicianName', 'city', 'forename', 'spouse', 'fatherName', 'motherName', 'kind', 'NChildren', 'genderType']",0 days 00:00:49.678988,0.67,0.67,0.67
28787,Wikidata,musicians_joinable,Musicians_joinable,67.0,"[1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0]","[0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0]","['musician', 'birthDate', 'familyNameLabel', 'givenNameLabel', 'numberOfChildren', 'websiteLabel', 'residenceLabel', 'ethnicityLabel', 'religionLabel', 'activityStart', 'twitterNameLabel', 'geniusNameLabel', 'recordLabelLabel']","['musicianID', 'birthDate', 'webpage', 'familyName', 'musicianName', 'city', 'forename', 'spouse', 'fatherName', 'motherName', 'kind', 'NChildren', 'genderType']",0 days 00:00:49.636838,0.67,0.67,0.67
29083,Wikidata,musicians_joinable,Musicians_joinable,68.0,"[1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0]","[0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0]","['musician', 'birthDate', 'familyNameLabel', 'givenNameLabel', 'numberOfChildren', 'websiteLabel', 'residenceLabel', 'ethnicityLabel', 'religionLabel', 'activityStart', 'twitterNameLabel', 'geniusNameLabel', 'recordLabelLabel']","['musicianID', 'birthDate', 'webpage', 'familyName', 'musicianName', 'city', 'forename', 'spouse', 'fatherName', 'motherName', 'kind', 'NChildren', 'genderType']",0 days 00:00:49.708496,0.67,0.67,0.67
29705,Wikidata,musicians_joinable,Musicians_joinable,69.0,"[1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0]","[0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0]","['musician', 'birthDate', 'familyNameLabel', 'givenNameLabel', 'numberOfChildren', 'websiteLabel', 'residenceLabel', 'ethnicityLabel', 'religionLabel', 'activityStart', 'twitterNameLabel', 'geniusNameLabel', 'recordLabelLabel']","['musicianID', 'birthDate', 'webpage', 'familyName', 'musicianName', 'city', 'forename', 'spouse', 'fatherName', 'motherName', 'kind', 'NChildren', 'genderType']",0 days 00:00:51.557244,0.67,0.67,0.67
30125,Wikidata,musicians_joinable,Musicians_joinable,70.0,"[1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0]","[0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0]","['musician', 'birthDate', 'familyNameLabel', 'givenNameLabel', 'numberOfChildren', 'websiteLabel', 'residenceLabel', 'ethnicityLabel', 'religionLabel', 'activityStart', 'twitterNameLabel', 'geniusNameLabel', 'recordLabelLabel']","['musicianID', 'birthDate', 'webpage', 'familyName', 'musicianName', 'city', 'forename', 'spouse', 'fatherName', 'motherName', 'kind', 'NChildren', 'genderType']",0 days 00:00:49.571273,0.67,0.67,0.67
30602,Wikidata,musicians_joinable,Musicians_joinable,71.0,"[1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0]","[0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0]","['musician', 'birthDate', 'familyNameLabel', 'givenNameLabel', 'numberOfChildren', 'websiteLabel', 'residenceLabel', 'ethnicityLabel', 'religionLabel', 'activityStart', 'twitterNameLabel', 'geniusNameLabel', 'recordLabelLabel']","['musicianID', 'birthDate', 'webpage', 'familyName', 'musicianName', 'city', 'forename', 'spouse', 'fatherName', 'motherName', 'kind', 'NChildren', 'genderType']",0 days 00:00:49.958527,0.67,0.67,0.67
30949,Wikidata,musicians_joinable,Musicians_joinable,72.0,"[1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0]","[0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0]","['musician', 'birthDate', 'familyNameLabel', 'givenNameLabel', 'numberOfChildren', 'websiteLabel', 'residenceLabel', 'ethnicityLabel', 'religionLabel', 'activityStart', 'twitterNameLabel', 'geniusNameLabel', 'recordLabelLabel']","['musicianID', 'birthDate', 'webpage', 'familyName', 'musicianName', 'city', 'forename', 'spouse', 'fatherName', 'motherName', 'kind', 'NChildren', 'genderType']",0 days 00:00:49.867460,0.67,0.67,0.67
31485,Wikidata,musicians_joinable,Musicians_joinable,73.0,"[1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0]","[0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0]","['musician', 'birthDate', 'familyNameLabel', 'givenNameLabel', 'numberOfChildren', 'websiteLabel', 'residenceLabel', 'ethnicityLabel', 'religionLabel', 'activityStart', 'twitterNameLabel', 'geniusNameLabel', 'recordLabelLabel']","['musicianID', 'birthDate', 'webpage', 'familyName', 'musicianName', 'city', 'forename', 'spouse', 'fatherName', 'motherName', 'kind', 'NChildren', 'genderType']",0 days 00:01:16.996004,0.67,0.67,0.67
31892,Wikidata,musicians_joinable,Musicians_joinable,74.0,"[1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0]","[0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0]","['musician', 'birthDate', 'familyNameLabel', 'givenNameLabel', 'numberOfChildren', 'websiteLabel', 'residenceLabel', 'ethnicityLabel', 'religionLabel', 'activityStart', 'twitterNameLabel', 'geniusNameLabel', 'recordLabelLabel']","['musicianID', 'birthDate', 'webpage', 'familyName', 'musicianName', 'city', 'forename', 'spouse', 'fatherName', 'motherName', 'kind', 'NChildren', 'genderType']",0 days 00:01:15.344829,0.67,0.67,0.67
32443,Wikidata,musicians_joinable,Musicians_joinable,75.0,"[1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0]","[0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0]","['musician', 'birthDate', 'familyNameLabel', 'givenNameLabel', 'numberOfChildren', 'websiteLabel', 'residenceLabel', 'ethnicityLabel', 'religionLabel', 'activityStart', 'twitterNameLabel', 'geniusNameLabel', 'recordLabelLabel']","['musicianID', 'birthDate', 'webpage', 'familyName', 'musicianName', 'city', 'forename', 'spouse', 'fatherName', 'motherName', 'kind', 'NChildren', 'genderType']",0 days 00:01:01.826253,0.67,0.67,0.67
32958,Wikidata,musicians_joinable,Musicians_joinable,76.0,"[1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0]","[0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0]","['musician', 'birthDate', 'familyNameLabel', 'givenNameLabel', 'numberOfChildren', 'websiteLabel', 'residenceLabel', 'ethnicityLabel', 'religionLabel', 'activityStart', 'twitterNameLabel', 'geniusNameLabel', 'recordLabelLabel']","['musicianID', 'birthDate', 'webpage', 'familyName', 'musicianName', 'city', 'forename', 'spouse', 'fatherName', 'motherName', 'kind', 'NChildren', 'genderType']",0 days 00:01:03.689940,0.67,0.67,0.67
33361,Wikidata,musicians_joinable,Musicians_joinable,77.0,"[1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0]","[0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0]","['musician', 'birthDate', 'familyNameLabel', 'givenNameLabel', 'numberOfChildren', 'websiteLabel', 'residenceLabel', 'ethnicityLabel', 'religionLabel', 'activityStart', 'twitterNameLabel', 'geniusNameLabel', 'recordLabelLabel']","['musicianID', 'birthDate', 'webpage', 'familyName', 'musicianName', 'city', 'forename', 'spouse', 'fatherName', 'motherName', 'kind', 'NChildren', 'genderType']",0 days 00:01:02.455753,0.67,0.67,0.67
33824,Wikidata,musicians_joinable,Musicians_joinable,78.0,"[1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0]","[0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0]","['musician', 'birthDate', 'familyNameLabel', 'givenNameLabel', 'numberOfChildren', 'websiteLabel', 'residenceLabel', 'ethnicityLabel', 'religionLabel', 'activityStart', 'twitterNameLabel', 'geniusNameLabel', 'recordLabelLabel']","['musicianID', 'birthDate', 'webpage', 'familyName', 'musicianName', 'city', 'forename', 'spouse', 'fatherName', 'motherName', 'kind', 'NChildren', 'genderType']",0 days 00:01:01.625690,0.67,0.67,0.67
33919,Wikidata,musicians_joinable,Musicians_joinable,79.0,"[1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0]","[0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0]","['musician', 'birthDate', 'familyNameLabel', 'givenNameLabel', 'numberOfChildren', 'websiteLabel', 'residenceLabel', 'ethnicityLabel', 'religionLabel', 'activityStart', 'twitterNameLabel', 'geniusNameLabel', 'recordLabelLabel']","['musicianID', 'birthDate', 'webpage', 'familyName', 'musicianName', 'city', 'forename', 'spouse', 'fatherName', 'motherName', 'kind', 'NChildren', 'genderType']",0 days 00:01:01.544014,0.67,0.67,0.67
34584,Wikidata,musicians_joinable,Musicians_joinable,80.0,"[1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0]","[0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0]","['musician', 'birthDate', 'familyNameLabel', 'givenNameLabel', 'numberOfChildren', 'websiteLabel', 'residenceLabel', 'ethnicityLabel', 'religionLabel', 'activityStart', 'twitterNameLabel', 'geniusNameLabel', 'recordLabelLabel']","['musicianID', 'birthDate', 'webpage', 'familyName', 'musicianName', 'city', 'forename', 'spouse', 'fatherName', 'motherName', 'kind', 'NChildren', 'genderType']",0 days 00:01:30.028712,0.67,0.67,0.67
35056,Wikidata,musicians_joinable,Musicians_joinable,81.0,"[1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0]","[0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0]","['musician', 'birthDate', 'familyNameLabel', 'givenNameLabel', 'numberOfChildren', 'websiteLabel', 'residenceLabel', 'ethnicityLabel', 'religionLabel', 'activityStart', 'twitterNameLabel', 'geniusNameLabel', 'recordLabelLabel']","['musicianID', 'birthDate', 'webpage', 'familyName', 'musicianName', 'city', 'forename', 'spouse', 'fatherName', 'motherName', 'kind', 'NChildren', 'genderType']",0 days 00:01:14.339968,0.67,0.67,0.67
35227,Wikidata,musicians_joinable,Musicians_joinable,82.0,"[1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0]","[0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0]","['musician', 'birthDate', 'familyNameLabel', 'givenNameLabel', 'numberOfChildren', 'websiteLabel', 'residenceLabel', 'ethnicityLabel', 'religionLabel', 'activityStart', 'twitterNameLabel', 'geniusNameLabel', 'recordLabelLabel']","['musicianID', 'birthDate', 'webpage', 'familyName', 'musicianName', 'city', 'forename', 'spouse', 'fatherName', 'motherName', 'kind', 'NChildren', 'genderType']",0 days 00:00:59.628299,0.67,0.67,0.67
