,Category of dataset,dataset,relation,Configuration_Num,y_true,y_pred,Sc1,Sc2,it,F1_score,recall,precision
887,tests_stability,beeradvo_ratebeer,beeradvo_ratebeer,8,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",8,1.0,1.0,1.0
904,tests_stability,beeradvo_ratebeer,beeradvo_ratebeer,9,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",4,1.0,1.0,1.0
911,tests_stability,beeradvo_ratebeer,beeradvo_ratebeer,9,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",0,1.0,1.0,1.0
914,tests_stability,beeradvo_ratebeer,beeradvo_ratebeer,9,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",3,1.0,1.0,1.0
919,tests_stability,beeradvo_ratebeer,beeradvo_ratebeer,9,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",2,1.0,1.0,1.0
946,tests_stability,beeradvo_ratebeer,beeradvo_ratebeer,9,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",1,1.0,1.0,1.0
947,tests_stability,beeradvo_ratebeer,beeradvo_ratebeer,9,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",8,1.0,1.0,1.0
948,tests_stability,beeradvo_ratebeer,beeradvo_ratebeer,9,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",6,1.0,1.0,1.0
957,tests_stability,beeradvo_ratebeer,beeradvo_ratebeer,9,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",9,1.0,1.0,1.0
982,tests_stability,beeradvo_ratebeer,beeradvo_ratebeer,9,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",5,1.0,1.0,1.0
984,tests_stability,beeradvo_ratebeer,beeradvo_ratebeer,9,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",7,1.0,1.0,1.0
1013,tests_stability,beeradvo_ratebeer,beeradvo_ratebeer,10,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",3,1.0,1.0,1.0
1018,tests_stability,beeradvo_ratebeer,beeradvo_ratebeer,10,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",4,1.0,1.0,1.0
1028,tests_stability,beeradvo_ratebeer,beeradvo_ratebeer,10,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",7,1.0,1.0,1.0
1048,tests_stability,beeradvo_ratebeer,beeradvo_ratebeer,10,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",5,1.0,1.0,1.0
1060,tests_stability,beeradvo_ratebeer,beeradvo_ratebeer,10,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",8,1.0,1.0,1.0
1076,tests_stability,beeradvo_ratebeer,beeradvo_ratebeer,10,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",6,1.0,1.0,1.0
1079,tests_stability,beeradvo_ratebeer,beeradvo_ratebeer,10,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",1,1.0,1.0,1.0
1090,tests_stability,beeradvo_ratebeer,beeradvo_ratebeer,10,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",0,1.0,1.0,1.0
1096,tests_stability,beeradvo_ratebeer,beeradvo_ratebeer,10,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",2,1.0,1.0,1.0
1098,tests_stability,beeradvo_ratebeer,beeradvo_ratebeer,10,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",9,1.0,1.0,1.0
1100,tests_stability,beeradvo_ratebeer,beeradvo_ratebeer,11,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",2,1.0,1.0,1.0
1101,tests_stability,beeradvo_ratebeer,beeradvo_ratebeer,11,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",7,1.0,1.0,1.0
1102,tests_stability,beeradvo_ratebeer,beeradvo_ratebeer,11,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",0,1.0,1.0,1.0
1106,tests_stability,beeradvo_ratebeer,beeradvo_ratebeer,11,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",6,1.0,1.0,1.0
1114,tests_stability,beeradvo_ratebeer,beeradvo_ratebeer,11,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",1,1.0,1.0,1.0
1126,tests_stability,beeradvo_ratebeer,beeradvo_ratebeer,11,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",9,1.0,1.0,1.0
1157,tests_stability,beeradvo_ratebeer,beeradvo_ratebeer,11,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",5,1.0,1.0,1.0
1159,tests_stability,beeradvo_ratebeer,beeradvo_ratebeer,11,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",8,1.0,1.0,1.0
1194,tests_stability,beeradvo_ratebeer,beeradvo_ratebeer,11,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",4,1.0,1.0,1.0
1197,tests_stability,beeradvo_ratebeer,beeradvo_ratebeer,11,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",3,1.0,1.0,1.0
