,Category of dataset,dataset,relation,Configuration_Num,y_true,y_pred,Sc1,Sc2,execution_time,F1_score,recall,precision
24733,OpenData,miller2_both_50_50_ac2_ev,Joinable,57.0,"[0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1]","[0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1]","['Fiscal year', 'Enviromental sustainability (marker)', 'Organisation sub-class', 'Sector ID', 'CIDA business delivery model (old)', 'Untied amount(Project-level budget)', 'Programming process (new)', 'Organisation class', 'FSTC percent', 'Division ID', 'Fund centre name', 'ICT as a tool for development (marker)', 'Project number', 'Continent name', 'Climate change mitigation (marker)', 'Section ID', 'Bilateral aid (international marker)', 'Gender equality (marker)', 'Organisation ID', 'Branch ID', 'Climate change adaptation (marker)', 'Desertification (marker)', 'Division name', 'CountryRegion ID', 'Urban issues (marker)', 'Status', 'Maximum CIDA contribution (project-level)', 'Branch name', 'Section name', 'Regional program (marker)', 'Fund centre ID', 'IRTC percent', 'CFLI (marker)', 'PBA type', 'Participatory development and good governance', 'Trade development (marker)', 'Biodiversity (marker)', 'Children issues (marker)']","['AmoSpe', 'ProjNu', 'UnAmoProBu', 'OrgNa', 'OrganID', 'CouReNa', 'CouRegID', 'ProjBroCoID', 'SecNa', 'SeID', 'FCenNa', 'SecID', 'OrganiS', 'DiviID', 'DivN', 'OrgaCla', 'BraID', 'ConNa', 'Dese', 'GenEqu', 'ContID', 'ICTAATFDevelo', 'YouIs', 'IndigIss', 'ClimChaMiti', 'OrgaT', 'KnowlFDevelo', 'UrbIs', 'DisIs', 'CIDABusDeliMo', 'CliChAdap', 'CouRegPe', 'FSTCPe', 'EnviSusta', 'BilaAiMa', 'SecPer', 'FisY', 'ProgrPro']",,0.69,0.68,0.71
24753,OpenData,miller2_both_50_1_ac4_ev,Joinable,58.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['Fiscal year', 'Project number', 'Status', 'Maximum CIDA contribution (project-level)', 'Branch ID', 'Branch name', 'Division ID', 'Division name', 'Section ID', 'Section name', 'Regional program (marker)', 'Fund centre ID', 'Fund centre name', 'Untied amount(Project-level budget)', 'FSTC percent', 'IRTC percent', 'CFLI (marker)', 'CIDA business delivery model (old)', 'Programming process (new)', 'Bilateral aid (international marker)', 'PBA type', 'Enviromental sustainability (marker)', 'Climate change adaptation (marker)', 'Climate change mitigation (marker)', 'Desertification (marker)', 'Participatory development and good governance']","['miller2_AmSp', 'miller2_OrganN', 'miller2_OrganID', 'miller2_CoReN', 'miller2_PrBrowCoID', 'miller2_CounReID', 'miller2_SecID', 'miller2_SeN', 'miller2_OrgSu', 'miller2_OrgaCla', 'miller2_OrganTy', 'miller2_ConID', 'miller2_ConNa', 'miller2_TraDevelo', 'miller2_UrIs', 'miller2_KnowlFDev', 'miller2_IndIss', 'miller2_Biodi', 'miller2_ICTAAToFoDevel', 'miller2_DisaIss', 'miller2_YoIss', 'miller2_GenEqua', 'miller2_ChilIss', 'miller2_CouRePer', 'miller2_SecPe', 'miller2_FisY']",0 days 00:03:56.445028,0.0,0.0,0.0
24760,OpenData,miller2_vertical_50_ac1_ev,Joinable,58.0,"[0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0]","['Fiscal year', 'Programming process (new)', 'Section ID', 'Enviromental sustainability (marker)', 'Sector name', 'Status', 'Branch ID', 'Continent name', 'Children issues (marker)', 'Participatory development and good governance', 'FSTC percent', 'Urban issues (marker)', 'Knowledge for development (marker)', 'Organisation sub-class', 'Organisation class', 'Disability issues (marker)', 'Bilateral aid (international marker)', 'CIDA business delivery model (old)', 'Climate change adaptation (marker)', 'Biodiversity (marker)', 'Organisation type', 'Gender equality (marker)', 'Untied amount(Project-level budget)', 'CountryRegion ID', 'Fund centre ID', 'Project number', 'Maximum CIDA contribution (project-level)', 'Branch name', 'Division ID', 'Division name', 'Section name', 'Regional program (marker)', 'Fund centre name', 'IRTC percent', 'CFLI (marker)', 'PBA type', 'Climate change mitigation (marker)', 'Desertification (marker)']","['miller2_AmountSpent', 'miller2_UntiedAmount(Project-levelBudget)', 'miller2_OrganisationName', 'miller2_OrganisationID', 'miller2_CountryRegionID', 'miller2_CountryRegionName', 'miller2_FundCentreID', 'miller2_ProjectBrowserCountryID', 'miller2_SectorName', 'miller2_SectorID', 'miller2_SectionID', 'miller2_OrganisationSub-class', 'miller2_BranchID', 'miller2_OrganisationClass', 'miller2_ContinentName', 'miller2_OrganisationType', 'miller2_IndigenousIssues(marker)', 'miller2_ChildrenIssues(marker)', 'miller2_ContinentID', 'miller2_DisabilityIssues(marker)', 'miller2_TradeDevelopment(marker)', 'miller2_Biodiversity(marker)', 'miller2_YouthIssues(marker)', 'miller2_GenderEquality(marker)', 'miller2_ICTAsAToolForDevelopment(marker)', 'miller2_UrbanIssues(marker)', 'miller2_ParticipatoryDevelopmentAndGoodGovernance', 'miller2_CIDABusinessDeliveryModel(old)', 'miller2_KnowledgeForDevelopment(marker)', 'miller2_EnviromentalSustainability(marker)', 'miller2_Status', 'miller2_ClimateChangeAdaptation(marker)', 'miller2_FSTCPercent', 'miller2_BilateralAid(internationalMarker)', 'miller2_SectorPercent', 'miller2_CountryRegionPercent', 'miller2_FiscalYear', 'miller2_ProgrammingProcess(new)']",,0.59,0.48,0.75
24761,OpenData,miller2_vertical_1_ac2_ev,Joinable,58.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0]","['Fiscal year', 'Project number', 'Status', 'Maximum CIDA contribution (project-level)', 'Branch ID', 'Branch name', 'Division ID', 'Division name', 'Section ID', 'Section name', 'Regional program (marker)', 'Fund centre ID', 'Fund centre name', 'Untied amount(Project-level budget)', 'FSTC percent', 'IRTC percent', 'CFLI (marker)', 'CIDA business delivery model (old)', 'Programming process (new)', 'Bilateral aid (international marker)', 'PBA type', 'Enviromental sustainability (marker)', 'Climate change adaptation (marker)', 'Climate change mitigation (marker)', 'Desertification (marker)', 'Participatory development and good governance']","['AmSp', 'OrganiID', 'OrgNa', 'CoReN', 'CoRegID', 'ProBroCouID', 'SecID', 'SeNa', 'OrganiSu', 'OrganiCl', 'OrgTy', 'ContiID', 'Biodi', 'YoIss', 'ICTAATFDeve', 'KnowFoDeve', 'ChIss', 'TraDevelo', 'ConN', 'IndigIs', 'UrIs', 'DisabIs', 'GenEqua', 'CounRePe', 'SePer', 'FiY']",,0.0,0.0,0.0
24780,OpenData,miller2_both_50_1_ac2_ev,Joinable,58.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0]","['Fiscal year', 'Project number', 'Status', 'Maximum CIDA contribution (project-level)', 'Branch ID', 'Branch name', 'Division ID', 'Division name', 'Section ID', 'Section name', 'Regional program (marker)', 'Fund centre ID', 'Fund centre name', 'Untied amount(Project-level budget)', 'FSTC percent', 'IRTC percent', 'CFLI (marker)', 'CIDA business delivery model (old)', 'Programming process (new)', 'Bilateral aid (international marker)', 'PBA type', 'Enviromental sustainability (marker)', 'Climate change adaptation (marker)', 'Climate change mitigation (marker)', 'Desertification (marker)', 'Participatory development and good governance']","['AmoSpe', 'OrgNa', 'OrgaID', 'CoReID', 'ProBroCouID', 'CounRegN', 'SecN', 'SecID', 'OrganSu', 'OrgaCla', 'Biodi', 'ContiNa', 'OrganT', 'YouIs', 'GeEq', 'DisaIss', 'ICTAATFDeve', 'ChilIs', 'KnoFDeve', 'IndIss', 'ContID', 'TrDevelo', 'UrbIs', 'CoRePer', 'SePer', 'FiY']",,0.0,0.0,0.0
24830,OpenData,miller2_vertical_50_ac2_ev,Joinable,58.0,"[0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1]","[0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0]","['Fiscal year', 'Maximum CIDA contribution (project-level)', 'Project Browser country ID', 'Trade development (marker)', 'Urban issues (marker)', 'Organisation sub-class', 'Climate change mitigation (marker)', 'Continent name', 'Biodiversity (marker)', 'Knowledge for development (marker)', 'Sector ID', 'Regional program (marker)', 'Continent ID', 'CountryRegion ID', 'Children issues (marker)', 'CountryRegion percent', 'Disability issues (marker)', 'IRTC percent', 'Desertification (marker)', 'Bilateral aid (international marker)', 'Programming process (new)', 'FSTC percent', 'Division name', 'ICT as a tool for development (marker)', 'CFLI (marker)', 'Project number', 'Status', 'Branch ID', 'Branch name', 'Division ID', 'Section ID', 'Section name', 'Fund centre ID', 'Fund centre name', 'Untied amount(Project-level budget)', 'CIDA business delivery model (old)', 'PBA type', 'Enviromental sustainability (marker)']","['AmSpe', 'MaxiCIDACont', 'OrgID', 'OrganiNa', 'CounReN', 'CouReID', 'PrBroCoID', 'SecID', 'SecN', 'OrgSu', 'DiN', 'ContiNa', 'OrgaCl', 'OrganiT', 'ConID', 'GeEq', 'ICTAAToFDeve', 'KnowlFDev', 'UrIss', 'IndigIs', 'Biod', 'DisIs', 'ClChMitig', 'TraDevelo', 'Desertif', 'ParticDevAnGoGov', 'YouIss', 'ChilIss', 'CliChaAda', 'CounRegPer', 'ReProg', 'IRTCPerc', 'FSTCPer', 'BilAMa', 'SecPe', 'CFLI', 'ProgrPro', 'FiY']",0 days 00:46:30.048438,0.76,0.68,0.85
24875,OpenData,miller2_vertical_70_ac4_ev,Joinable,58.0,"[1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['Fiscal year', 'Maximum CIDA contribution (project-level)', 'Climate change adaptation (marker)', 'Fund centre name', 'Continent ID', 'Bilateral aid (international marker)', 'Sector name', 'Enviromental sustainability (marker)', 'Status', 'Trade development (marker)', 'ICT as a tool for development (marker)', 'Disability issues (marker)', 'Regional program (marker)', 'Biodiversity (marker)', 'Project Browser country ID', 'CountryRegion ID', 'CIDA business delivery model (old)', 'Organisation sub-class', 'Organisation class', 'Project number', 'Organisation name', 'Amount spent', 'Knowledge for development (marker)', 'Desertification (marker)', 'Section name', 'IRTC percent', 'Division name', 'Youth issues (marker)', 'Branch name', 'Indigenous issues (marker)', 'Urban issues (marker)', 'FSTC percent', 'PBA type', 'Sector ID', 'Branch ID', 'Division ID', 'Section ID', 'Fund centre ID', 'Untied amount(Project-level budget)', 'CFLI (marker)', 'Programming process (new)', 'Climate change mitigation (marker)', 'Participatory development and good governance']","['miller2_AmoSp', 'miller2_ProjNum', 'miller2_MaxCIDAContr', 'miller2_OrganiN', 'miller2_OrganiID', 'miller2_CoRegID', 'miller2_CouReNa', 'miller2_FuCenNa', 'miller2_SecN', 'miller2_SecID', 'miller2_PrBrowCoID', 'miller2_SectNa', 'miller2_OrganS', 'miller2_DiN', 'miller2_BrID', 'miller2_PBATy', 'miller2_BrN', 'miller2_OrgaCla', 'miller2_OrganT', 'miller2_DisabIs', 'miller2_ContN', 'miller2_YouIs', 'miller2_GeEq', 'miller2_UrIs', 'miller2_KnoFoDev', 'miller2_Bio', 'miller2_ChIss', 'miller2_IndIs', 'miller2_ContID', 'miller2_ICTAAToFoDevel', 'miller2_TrDeve', 'miller2_Sta', 'miller2_CIDABusiDeMod', 'miller2_Desertif', 'miller2_CliChAda', 'miller2_EnvSustain', 'miller2_FSTCPer', 'miller2_SePer', 'miller2_CouRegPerc', 'miller2_RePr', 'miller2_BilaAMar', 'miller2_IRTCPerc', 'miller2_FiYe']",,0.0,0.0,0.0
24892,OpenData,miller2_both_50_70_ac2_ev,Joinable,58.0,"[0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1]","[1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0]","['Fiscal year', 'Participatory development and good governance', 'Climate change adaptation (marker)', 'CFLI (marker)', 'Project number', 'Continent ID', 'Division ID', 'Organisation sub-class', 'Branch ID', 'Status', 'Continent name', 'Project Browser country ID', 'Organisation type', 'Children issues (marker)', 'Knowledge for development (marker)', 'Maximum CIDA contribution (project-level)', 'Gender equality (marker)', 'FSTC percent', 'ICT as a tool for development (marker)', 'Bilateral aid (international marker)', 'Enviromental sustainability (marker)', 'IRTC percent', 'Sector percent', 'Sector name', 'Fund centre name', 'Regional program (marker)', 'Section ID', 'PBA type', 'CIDA business delivery model (old)', 'Branch name', 'Urban issues (marker)', 'Organisation ID', 'Biodiversity (marker)', 'Indigenous issues (marker)', 'CountryRegion ID', 'Division name', 'Section name', 'Fund centre ID', 'Untied amount(Project-level budget)', 'Programming process (new)', 'Climate change mitigation (marker)', 'Desertification (marker)', 'Trade development (marker)']","['AmSp', 'ProNu', 'MaCIDACon', 'OrganiNa', 'OrganiID', 'ProBrCounID', 'CouReNa', 'SeNa', 'CounReID', 'SeID', 'FuCeNa', 'SectID', 'OrganiSu', 'DiviID', 'BrID', 'BraN', 'OrgT', 'PBATy', 'OrganCl', 'ContiN', 'DisIss', 'ContiID', 'KnoFoDevelo', 'GeEqu', 'ParticDevelAnGGover', 'Biodiv', 'UrbIs', 'ChiIs', 'IndIs', 'ICTAAToFDeve', 'CIDABusiDelMo', 'YoIss', 'St', 'EnvirSustai', 'ClimChaAda', 'BilatAiMa', 'CFLI', 'FSTCPer', 'CouRegPerc', 'RePro', 'SecPer', 'IRTCPe', 'FiY']",,0.67,0.57,0.8
24923,OpenData,miller2_vertical_70_ac2_ev,Joinable,58.0,"[1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0]","['Fiscal year', 'IRTC percent', 'FSTC percent', 'Indigenous issues (marker)', 'Climate change mitigation (marker)', 'Youth issues (marker)', 'Branch name', 'Continent ID', 'Programming process (new)', 'Regional program (marker)', 'Organisation sub-class', 'CIDA business delivery model (old)', 'Sector percent', 'Untied amount(Project-level budget)', 'ICT as a tool for development (marker)', 'Section name', 'Knowledge for development (marker)', 'Desertification (marker)', 'Continent name', 'Disability issues (marker)', 'Children issues (marker)', 'CountryRegion percent', 'Fund centre name', 'Trade development (marker)', 'PBA type', 'Gender equality (marker)', 'Project Browser country ID', 'Division ID', 'Organisation name', 'CFLI (marker)', 'CountryRegion name', 'Organisation ID', 'Organisation class', 'Sector name', 'Amount spent', 'Project number', 'Status', 'Maximum CIDA contribution (project-level)', 'Branch ID', 'Division name', 'Section ID', 'Fund centre ID', 'Bilateral aid (international marker)']","['AmoSp', 'UnAmoProjBud', 'OrganN', 'OrgaID', 'CouReN', 'FCenNa', 'CouReID', 'SeNa', 'SecID', 'ProjBrCoID', 'SeN', 'OrgSu', 'DivID', 'BraN', 'OrgCl', 'OrgaT', 'UrbIss', 'ConID', 'PBATy', 'ConNa', 'TraDevelo', 'GenEq', 'CliChMit', 'YouIss', 'Deser', 'Bio', 'ChilIs', 'KnoFDeve', 'IndigIs', 'DisabIs', 'CliChAda', 'EnvSustain', 'ParticiDeveloAnGoGover', 'ICTAAToFDevelo', 'CIDABuDeliMo', 'CFLI', 'CoRegPe', 'FSTCPerc', 'RePr', 'SePer', 'IRTCPer', 'FisYe', 'PrograPr']",,0.62,0.51,0.78
24973,OpenData,miller2_both_50_30_ac4_ev,Joinable,58.0,"[0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['Fiscal year', 'Programming process (new)', 'Climate change adaptation (marker)', 'Regional program (marker)', 'Urban issues (marker)', 'Sector percent', 'Project number', 'Untied amount(Project-level budget)', 'Gender equality (marker)', 'Sector name', 'Biodiversity (marker)', 'CountryRegion name', 'CFLI (marker)', 'Organisation class', 'Maximum CIDA contribution (project-level)', 'Status', 'Branch ID', 'Branch name', 'Division ID', 'Division name', 'Section ID', 'Section name', 'Fund centre ID', 'Fund centre name', 'FSTC percent', 'IRTC percent', 'CIDA business delivery model (old)', 'Bilateral aid (international marker)', 'PBA type', 'Enviromental sustainability (marker)', 'Climate change mitigation (marker)', 'Desertification (marker)', 'Participatory development and good governance']","['miller2_AmSpe', 'miller2_PrNu', 'miller2_MaxCIDAContr', 'miller2_UntAmoPrBud', 'miller2_OrgID', 'miller2_OrgN', 'miller2_CounRegNa', 'miller2_PrBroCoID', 'miller2_CoReID', 'miller2_SecN', 'miller2_SeID', 'miller2_OrganS', 'miller2_OrganiCla', 'miller2_YoIs', 'miller2_OrganT', 'miller2_ContiNa', 'miller2_ChiIss', 'miller2_IndiIs', 'miller2_ContID', 'miller2_TrDeve', 'miller2_Bio', 'miller2_KnowlFoDevel', 'miller2_UrbIss', 'miller2_GenEq', 'miller2_DisaIss', 'miller2_ClChAdap', 'miller2_ICTAATFoDev', 'miller2_CounRePerc', 'miller2_CFLI', 'miller2_RegPr', 'miller2_SePe', 'miller2_PrograPro', 'miller2_FiYe']",0 days 00:05:01.049060,0.0,0.0,0.0
24978,OpenData,miller2_both_50_50_ac3_ev,Joinable,58.0,"[1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1]","[0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['Fiscal year', 'Organisation name', 'Division name', 'Amount spent', 'Desertification (marker)', 'Programming process (new)', 'Division ID', 'Project Browser country ID', 'Regional program (marker)', 'PBA type', 'Untied amount(Project-level budget)', 'Participatory development and good governance', 'FSTC percent', 'Gender equality (marker)', 'Sector percent', 'ICT as a tool for development (marker)', 'Branch name', 'Organisation sub-class', 'CountryRegion name', 'Section name', 'CIDA business delivery model (old)', 'Continent ID', 'Section ID', 'Organisation type', 'Status', 'Project number', 'Maximum CIDA contribution (project-level)', 'Branch ID', 'Fund centre ID', 'Fund centre name', 'IRTC percent', 'CFLI (marker)', 'Bilateral aid (international marker)', 'Enviromental sustainability (marker)', 'Climate change adaptation (marker)', 'Climate change mitigation (marker)', 'Trade development (marker)', 'Biodiversity (marker)']","['mntspnt', 'ntdmnt(prjct-lvlbdgt)', 'rgnstnnm', 'rgnstnd', 'cntrrgnd', 'cntrrgnnm', 'prjctbrwsrcntrd', 'sctrd', 'sctrnm', 'sctnd', 'sctnnm', 'rgnstnsb-clss', 'dvsnd', 'dvsnnm', 'brnchnm', 'rgnstnclss', 'pbtp', 'rgnstntp', 'chldrnsss(mrkr)', 'cntnntnm', 'ctstlfrdvlpmnt(mrkr)', 'knwldgfrdvlpmnt(mrkr)', 'cntnntd', 'gndrqlt(mrkr)', 'dsrtfctn(mrkr)', 'ndgnssss(mrkr)', 'thsss(mrkr)', 'prtcptrdvlpmntndgdgvrnnc', 'cdbsnssdlvrmdl(ld)', 'dsbltsss(mrkr)', 'rbnsss(mrkr)', 'stts', 'cntrrgnprcnt', 'sctrprcnt', 'fstcprcnt', 'rgnlprgrm(mrkr)', 'fsclr', 'prgrmmngprcss(nw)']",0 days 00:05:57.009789,0.14,0.08,0.5
24998,OpenData,miller2_both_50_50_ac4_ev,Joinable,58.0,"[0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['Fiscal year', 'ICT as a tool for development (marker)', 'Fund centre ID', 'Biodiversity (marker)', 'Organisation sub-class', 'CountryRegion percent', 'Branch ID', 'Organisation name', 'Division name', 'Maximum CIDA contribution (project-level)', 'Status', 'Section name', 'Climate change mitigation (marker)', 'Organisation ID', 'Continent ID', 'CIDA business delivery model (old)', 'Enviromental sustainability (marker)', 'CFLI (marker)', 'CountryRegion ID', 'Trade development (marker)', 'CountryRegion name', 'Desertification (marker)', 'Regional program (marker)', 'Project number', 'Untied amount(Project-level budget)', 'Branch name', 'Division ID', 'Section ID', 'Fund centre name', 'FSTC percent', 'IRTC percent', 'Programming process (new)', 'Bilateral aid (international marker)', 'PBA type', 'Climate change adaptation (marker)', 'Participatory development and good governance', 'Urban issues (marker)', 'Children issues (marker)']","['miller2_AmSpe', 'miller2_ProjNu', 'miller2_MaCIDAContr', 'miller2_UnAmProjBu', 'miller2_OrganID', 'miller2_OrgNa', 'miller2_PrBrowCoID', 'miller2_CouReN', 'miller2_SecN', 'miller2_CounRegID', 'miller2_SeID', 'miller2_FCenID', 'miller2_SectNa', 'miller2_OrganiS', 'miller2_DiN', 'miller2_BrID', 'miller2_OrganiCla', 'miller2_YouIs', 'miller2_DisabIss', 'miller2_KnoFoDevelo', 'miller2_OrganT', 'miller2_CliChMitig', 'miller2_ContiID', 'miller2_GeEqu', 'miller2_Biodi', 'miller2_ContNa', 'miller2_Dese', 'miller2_ICTAATFDeve', 'miller2_TraDevelo', 'miller2_IndigIs', 'miller2_CIDABusiDeMo', 'miller2_St', 'miller2_EnviSustain', 'miller2_CFLI', 'miller2_RegPro', 'miller2_CouRePe', 'miller2_SePerc', 'miller2_FiYe']",0 days 00:06:34.894313,0.0,0.0,0.0
24999,OpenData,miller2_vertical_1_ac5_ev,Joinable,58.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['Fiscal year', 'Project number', 'Status', 'Maximum CIDA contribution (project-level)', 'Branch ID', 'Branch name', 'Division ID', 'Division name', 'Section ID', 'Section name', 'Regional program (marker)', 'Fund centre ID', 'Fund centre name', 'Untied amount(Project-level budget)', 'FSTC percent', 'IRTC percent', 'CFLI (marker)', 'CIDA business delivery model (old)', 'Programming process (new)', 'Bilateral aid (international marker)', 'PBA type', 'Enviromental sustainability (marker)', 'Climate change adaptation (marker)', 'Climate change mitigation (marker)', 'Desertification (marker)', 'Participatory development and good governance']","['miller2_mntspnt', 'miller2_rgnstnnm', 'miller2_rgnstnd', 'miller2_cntrrgnd', 'miller2_cntrrgnnm', 'miller2_prjctbrwsrcntrd', 'miller2_sctrnm', 'miller2_sctrd', 'miller2_rgnstnsb-clss', 'miller2_rgnstnclss', 'miller2_cntnntnm', 'miller2_rgnstntp', 'miller2_cntnntd', 'miller2_chldrnsss(mrkr)', 'miller2_ndgnssss(mrkr)', 'miller2_gndrqlt(mrkr)', 'miller2_trddvlpmnt(mrkr)', 'miller2_knwldgfrdvlpmnt(mrkr)', 'miller2_dsbltsss(mrkr)', 'miller2_thsss(mrkr)', 'miller2_rbnsss(mrkr)', 'miller2_ctstlfrdvlpmnt(mrkr)', 'miller2_bdvrst(mrkr)', 'miller2_sctrprcnt', 'miller2_cntrrgnprcnt', 'miller2_fsclr']",0 days 00:04:03.672488,0.0,0.0,0.0
